ticket_id,created_at,first_response_minutes,resolved_at,resolution_hours,priority,sla_frt_limit_mins,sla_resolve_limit_days,category,channel,agent,team,escalated,escalation_type,escalation_tier,reopened
TKT-0336,03-28-2024 10:05:00,34.7,04-02-2024 15:05:00,125.0,low,45,7,Technical,Phone,Agent_Smith,T1,No,,,No
TKT-0433,2024-12-02 12:01:00,32.7,2024-12-02 20:31:00,8.5,medium,40,3,Hardware,Chat,Agent_Ali,T1,No,,,Yes
TKT-0463,02-24-2024 11:27:00,5.3,2024-02-25 04:27:00,17.0,high,40,3,Billing,Email,Agent_Kumar,T1,Yes,Customer Requested,T1>T2,No
TKT-0177,30/04/2024 12:21,47.3,03/05/2024 15:33,75.2,high,40,3,Billing,Phone,Agent_Chen,T1,No,,,Yes
TKT-0110,14/04/2024 18:40,40.2,,,low,45,7,Account,Email,Agent_Jones,T2,No,,,No
TKT-0036,2024-09-17 15:05:00,26.2,20/09/2024 02:17,59.2,high,40,3,Hardware,Phone,Agent_Brown,T2,Yes,Internal,T1>T2,No
TKT-0352,11-06-2024 13:14:00,,2024-11-09 01:02:00,59.8,high,40,3,Account,Chat,Agent_Chen,T1,No,,,Yes
TKT-0055,03-25-2024 12:33:00,18.5,03-25-2024 15:39:00,3.1,medium,40,3,Network,Portal,Agent_Patel,T1,Yes,Manager,T1>T2,No
TKT-0032,2024-08-22 10:16:00,61.9,,,low,45,7,Hardware,Chat,Agent_Sharma,T3,No,,,No
TKT-0302,2024-08-24 09:41:00,37.0,08-25-2024 16:41:00,31.0,medium,40,3,Billing,Portal,Agent_Kumar,T1,No,,,Yes
TKT-0478,29/06/2024 16:04,29.5,2024-07-02 04:28:00,60.4,medium,40,3,Billing,Phone,Agent_Patel,T1,No,,,No
TKT-0414,2024-08-08 15:56:00,29.1,08-10-2024 15:02:00,47.1,medium,40,3,Technical,Email,Agent_Sharma,T2,No,,,No
TKT-0364,2024-08-27 09:09:00,7.4,2024-08-31 10:15:00,97.1,medium,40,3,Technical,Chat,Agent_Jones,T2,Yes,Customer Requested,T1>T2,No
TKT-0344,08/05/2024 15:54,24.0,05-11-2024 10:12:00,66.3,medium,40,3,Hardware,Phone,Agent_Jones,T1,No,,,No
TKT-0052,10/02/2024 09:46,52.4,2024-02-12 19:28:00,57.7,high,40,3,Network,Chat,Agent_Ali,T2,No,,,No
TKT-0449,2024-12-07 12:02:00,23.6,12-09-2024 08:02:00,44.0,medium,40,3,Network,Portal,Agent_Sharma,T1,Yes,Internal,T1>T2,No
TKT-0397,2024-10-28 13:01:00,11.7,,,high,40,3,Technical,Chat,Agent_Kumar,T1,No,,,No
TKT-0277,19/05/2024 16:34,20.9,05-23-2024 13:34:00,93.0,high,40,3,Billing,Email,Agent_Ali,T2,No,,,No
TKT-0153,08-26-2024 15:28:00,68.2,,,low,45,7,Account,Phone,Agent_Sharma,T2,No,,,No
TKT-0023,12-15-2024 18:04:00,25.0,2024-12-21 07:10:00,133.1,low,45,7,Hardware,Portal,Agent_Jones,T2,No,,,No
TKT-0234,17/02/2024 12:14,,20/02/2024 00:44,60.5,medium,40,3,Technical,Email,Agent_Kumar,T1,No,,,No
TKT-0312,09-04-2024 13:21:00,17.9,2024-09-11 09:15:00,163.9,low,45,7,Network,Portal,Agent_Smith,T1,Yes,Manager,T1>T3,No
TKT-0201,2024-02-05 18:02:00,27.0,2024-02-05 20:20:00,2.3,medium,40,3,Technical,Phone,Agent_Patel,T1,No,,,No
TKT-0140,04-07-2024 12:02:00,9.9,10/04/2024 06:56,66.9,critical,15,1,Technical,Chat,Agent_Brown,T3,No,,,No
TKT-0196,13/07/2024 13:13,,18/07/2024 02:25,109.2,medium,40,3,Account,Portal,Agent_Kumar,T1,No,,,No
TKT-0391,2024-04-16 17:13:00,12.2,19/04/2024 01:31,56.3,critical,15,1,Account,Email,Agent_Sharma,T2,Yes,Manager,T1>T3,No
TKT-0473,10-23-2024 15:43:00,22.3,10-31-2024 20:13:00,196.5,low,45,7,Account,Portal,Agent_Chen,T1,No,,,No
TKT-0291,09/05/2024 13:07,25.4,12/05/2024 01:37,60.5,low,45,7,Billing,Chat,Agent_Brown,T2,No,,,No
TKT-0083,12-22-2024 16:42:00,12.3,12-23-2024 05:54:00,13.2,medium,40,3,Technical,Chat,Agent_Sharma,T1,Yes,Manager,T1>T2,No
TKT-0084,06/09/2024 10:12,43.9,2024-09-11 21:48:00,131.6,low,45,7,Technical,Portal,Agent_Smith,T2,No,,,No
TKT-0303,09-12-2024 12:32:00,22.8,2024-09-17 05:26:00,112.9,medium,40,3,Account,Email,Agent_Smith,T1,No,,,No
TKT-0109,05/11/2024 11:45,27.6,13/11/2024 06:21,186.6,low,45,7,Technical,Phone,Agent_Smith,T2,No,,,No
TKT-0388,2024-11-23 17:01:00,,2024-11-25 17:07:00,48.1,low,45,7,Billing,Email,Agent_Ali,T2,No,,,No
TKT-0021,05/07/2024 10:23,29.2,06/07/2024 04:23,18.0,medium,40,3,Account,Phone,Agent_Chen,T1,No,,,Yes
TKT-0492,12-13-2024 17:03:00,31.1,16/12/2024 06:33,61.5,medium,40,3,Account,Chat,Agent_Ali,T1,No,,,No
TKT-0202,2024-05-06 11:53:00,68.5,11/05/2024 07:59,116.1,low,45,7,Billing,Email,Agent_Smith,T1,No,,,No
TKT-0133,05-22-2024 13:41:00,31.2,05-28-2024 01:17:00,131.6,low,45,7,Technical,Email,Agent_Jones,T2,No,,,No
TKT-0423,09/12/2024 09:26,98.1,12-10-2024 19:56:00,34.5,low,45,7,Network,Email,Agent_Patel,T1,No,,,No
TKT-0454,03-30-2024 10:24:00,13.9,03-30-2024 23:18:00,12.9,critical,15,1,Hardware,Chat,Agent_Kumar,T1,No,,,Yes
TKT-0102,05/02/2024 11:23,,02-08-2024 02:53:00,63.5,medium,40,3,Technical,Portal,Agent_Ali,T2,No,,,No
TKT-0385,26/11/2024 13:03,84.7,2024-11-29 22:45:00,81.7,high,40,3,Network,Phone,Agent_Smith,T2,Yes,Internal,T2>T3,No
TKT-0121,04-17-2024 18:15:00,22.5,20/04/2024 04:33,58.3,high,40,3,Billing,Portal,Agent_Sharma,T2,No,,,No
TKT-0242,2024-12-19 10:12:00,73.8,,,critical,15,1,Technical,Phone,Agent_Kumar,T1,No,,,No
TKT-0003,02-22-2024 18:47:00,81.9,,,high,40,3,Technical,Portal,Agent_Chen,T1,No,,,No
TKT-0311,09-07-2024 10:28:00,7.8,09/09/2024 06:46,44.3,medium,40,3,Hardware,Email,Agent_Patel,T1,No,,,No
TKT-0129,28/08/2024 11:12,23.2,2024-09-03 04:42:00,137.5,low,45,7,Billing,Chat,Agent_Patel,T1,No,,,No
TKT-0207,2024-02-28 10:19:00,41.5,08/03/2024 07:55,213.6,low,45,7,Technical,Phone,Agent_Smith,T2,Yes,Internal,T1>T3,No
TKT-0324,06-17-2024 18:54:00,91.0,2024-06-26 05:54:00,203.0,low,45,7,Technical,Email,Agent_Chen,T2,No,,,No
TKT-0088,2024-09-14 16:10:00,23.7,,,medium,40,3,Billing,Email,Agent_Sharma,T1,No,,,No
TKT-0310,06-01-2024 17:37:00,23.6,04/06/2024 01:43,56.1,low,45,7,Billing,Phone,Agent_Jones,T1,No,,,No
TKT-0067,08/03/2024 17:36,22.4,17/03/2024 01:48,200.2,low,45,7,Technical,Email,Agent_Smith,T1,Yes,Manager,T1>T2,No
TKT-0467,2024-02-28 16:32:00,70.2,05/03/2024 03:56,131.4,low,45,7,Account,Portal,Agent_Brown,T2,No,,,No
TKT-0135,18/06/2024 08:07,,2024-06-19 01:49:00,17.7,critical,15,1,Billing,Phone,Agent_Jones,T1,No,,,No
TKT-0256,2024-06-04 09:15:00,93.2,,,medium,40,3,Network,Chat,Agent_Jones,T2,No,,,Yes
TKT-0214,22/01/2024 13:34,29.9,01-30-2024 03:10:00,181.6,low,45,7,Technical,Phone,Agent_Kumar,T1,No,,,No
TKT-0260,01/06/2024 17:27,68.9,09/06/2024 05:45,180.3,low,45,7,Network,Chat,Agent_Brown,T1,No,,,No
TKT-0205,21/04/2024 15:44,18.6,23/04/2024 05:26,37.7,medium,40,3,Billing,Chat,Agent_Patel,T3,No,,,No
TKT-0185,29/06/2024 12:48,,2024-07-01 02:42:00,37.9,low,45,7,Hardware,Email,Agent_Kumar,T2,Yes,Customer Requested,T1>T3,No
TKT-0186,08-02-2024 16:47:00,10.4,05/08/2024 00:59,56.2,high,40,3,Account,Portal,Agent_Chen,T2,No,,,No
TKT-0139,02-29-2024 14:57:00,14.8,03-02-2024 11:15:00,44.3,medium,40,3,Technical,Chat,Agent_Smith,T2,No,,,No
TKT-0150,2024-07-26 16:53:00,29.0,07-30-2024 08:53:00,88.0,low,45,7,Technical,Portal,Agent_Ali,T2,No,,,No
TKT-0476,02-04-2024 15:28:00,8.9,2024-02-05 06:22:00,14.9,critical,15,1,Technical,Phone,Agent_Patel,T1,No,,,No
TKT-0354,2024-12-03 18:53:00,21.8,2024-12-07 15:29:00,92.6,low,45,7,Network,Phone,Agent_Brown,T2,No,,,No
TKT-0018,24/01/2024 18:14,19.2,25/01/2024 00:02,5.8,medium,40,3,Network,Chat,Agent_Patel,T1,No,,,No
TKT-0092,2024-05-06 17:38:00,72.2,05-09-2024 04:08:00,58.5,high,40,3,Account,Chat,Agent_Chen,T1,Yes,Manager,T1>T3,Yes
TKT-0335,2024-10-16 18:50:00,,,,low,45,7,Technical,Portal,Agent_Brown,T1,No,,,No
TKT-0428,04-24-2024 09:22:00,19.6,04-25-2024 14:04:00,28.7,high,40,3,Technical,Portal,Agent_Smith,T2,Yes,Internal,T2>T3,Yes
TKT-0435,2024-06-28 08:11:00,7.3,07-04-2024 00:11:00,136.0,low,45,7,Billing,Email,Agent_Sharma,T2,No,,,No
TKT-0252,04/04/2024 08:16,31.4,04-05-2024 20:46:00,36.5,medium,40,3,Hardware,Chat,Agent_Brown,T1,No,,,No
TKT-0114,11-22-2024 12:10:00,6.0,11-23-2024 23:22:00,35.2,high,40,3,Billing,Chat,Agent_Sharma,T1,No,,,No
TKT-0484,11-29-2024 11:20:00,93.9,11-30-2024 05:56:00,18.6,medium,40,3,Billing,Email,Agent_Ali,T2,Yes,Internal,T1>T3,No
TKT-0230,2024-09-21 11:05:00,5.7,,,medium,40,3,Billing,Chat,Agent_Chen,T2,Yes,Manager,T2>T3,No
TKT-0188,06/09/2024 11:17,14.8,09-08-2024 05:11:00,41.9,medium,40,3,Technical,Email,Agent_Kumar,T2,No,,,No
TKT-0123,2024-07-27 17:47:00,69.7,07-28-2024 00:17:00,6.5,medium,40,3,Technical,Portal,Agent_Jones,T1,No,,,No
TKT-0363,2024-05-31 13:51:00,12.1,06-02-2024 20:57:00,55.1,medium,40,3,Technical,Chat,Agent_Kumar,T1,No,,,No
TKT-0058,23/07/2024 18:41,,07-27-2024 06:29:00,83.8,low,45,7,Billing,Chat,Agent_Kumar,T1,No,,,No
TKT-0258,11-12-2024 11:49:00,25.1,11-14-2024 09:25:00,45.6,high,40,3,Technical,Chat,Agent_Chen,T2,No,,,No
TKT-0402,2024-09-14 11:39:00,6.6,15/09/2024 06:03,18.4,critical,15,1,Billing,Email,Agent_Sharma,T1,No,,,No
TKT-0187,2024-10-06 17:57:00,21.2,2024-10-08 03:27:00,33.5,high,40,3,Account,Phone,Agent_Patel,T1,No,,,No
TKT-0056,08-04-2024 11:59:00,5.3,05/08/2024 08:59,21.0,critical,15,1,Technical,Chat,Agent_Ali,T2,No,,,No
TKT-0455,12-26-2024 11:32:00,40.5,31/12/2024 21:20,129.8,low,45,7,Technical,Email,Agent_Brown,T2,No,,,No
TKT-0137,25/02/2024 17:27,,28/02/2024 07:57,62.5,medium,40,3,Technical,Portal,Agent_Kumar,T1,No,,,No
TKT-0037,2024-02-26 10:40:00,,2024-02-26 16:52:00,6.2,medium,40,3,Network,Email,Agent_Smith,T2,No,,,No
TKT-0182,31/07/2024 08:13,99.8,08-08-2024 16:31:00,200.3,low,45,7,Technical,Email,Agent_Patel,T1,No,,,No
TKT-0353,04-07-2024 17:16:00,17.9,09/04/2024 03:52,34.6,high,40,3,Billing,Chat,Agent_Smith,T1,Yes,Customer Requested,T2>T3,No
TKT-0284,22/05/2024 10:37,62.7,05-27-2024 09:31:00,118.9,low,45,7,Technical,Email,Agent_Chen,T3,No,,,Yes
TKT-0482,07-15-2024 15:37:00,32.0,07-17-2024 21:01:00,53.4,high,40,3,Network,Email,Agent_Brown,T1,Yes,Internal,T2>T3,No
TKT-0295,2024-11-16 15:48:00,,11-21-2024 10:30:00,114.7,low,45,7,Billing,Phone,Agent_Sharma,T2,Yes,Manager,T1>T2,Yes
TKT-0345,11/04/2024 14:54,73.7,2024-04-12 12:12:00,21.3,medium,40,3,Billing,Phone,Agent_Chen,T1,Yes,Manager,T2>T3,No
TKT-0107,2024-05-15 09:56:00,14.3,16/05/2024 05:32,19.6,medium,40,3,Billing,Chat,Agent_Chen,T2,No,,,No
TKT-0390,04-15-2024 09:53:00,16.3,04-17-2024 04:59:00,43.1,high,40,3,Billing,Chat,Agent_Jones,T2,No,,,No
TKT-0497,25/10/2024 18:09,30.9,26/10/2024 01:27,7.3,medium,40,3,Hardware,Chat,Agent_Jones,T1,No,,,No
TKT-0209,21/10/2024 18:58,15.4,2024-10-23 07:04:00,36.1,low,45,7,Technical,Email,Agent_Kumar,T2,No,,,No
TKT-0179,2024-04-28 14:44:00,6.9,2024-04-29 13:38:00,22.9,critical,15,1,Hardware,Phone,Agent_Brown,T2,No,,,No
TKT-0264,2024-05-02 10:35:00,9.9,2024-05-02 18:59:00,8.4,medium,40,3,Account,Chat,Agent_Sharma,T1,No,,,No
TKT-0238,10-08-2024 13:22:00,22.5,10-13-2024 23:40:00,130.3,low,45,7,Network,Chat,Agent_Patel,T1,No,,,No
TKT-0091,04-30-2024 14:07:00,104.2,2024-05-07 10:13:00,164.1,low,45,7,Billing,Portal,Agent_Kumar,T1,No,,,No
TKT-0376,2024-06-04 15:07:00,16.3,06-07-2024 07:37:00,64.5,medium,40,3,Billing,Portal,Agent_Smith,T2,No,,,No
TKT-0321,2024-07-28 18:09:00,24.3,2024-07-30 00:51:00,30.7,medium,40,3,Network,Email,Agent_Kumar,T2,No,,,No
TKT-0358,08/03/2024 09:58,26.5,,,medium,40,3,Technical,Chat,Agent_Patel,T3,No,,,No
TKT-0387,02-16-2024 18:13:00,68.9,,,low,45,7,Account,Phone,Agent_Smith,T1,No,,,No
TKT-0174,11-22-2024 12:49:00,33.1,11-27-2024 11:49:00,119.0,low,45,7,Technical,Email,Agent_Jones,T1,No,,,No
TKT-0077,02-20-2024 08:41:00,20.1,2024-02-22 22:29:00,61.8,high,40,3,Billing,Chat,Agent_Jones,T1,Yes,Customer Requested,T1>T2,No
TKT-0319,02-21-2024 15:06:00,,02-22-2024 19:54:00,28.8,low,45,7,Billing,Email,Agent_Brown,T1,No,,,No
TKT-0443,26/01/2024 18:05,34.8,,,medium,40,3,Account,Phone,Agent_Smith,T2,No,,,Yes
TKT-0164,2024-03-16 18:44:00,33.8,,,medium,40,3,Billing,Phone,Agent_Ali,T1,Yes,Customer Requested,T2>T3,Yes
TKT-0275,27/05/2024 15:07,28.7,05-29-2024 10:43:00,43.6,medium,40,3,Network,Chat,Agent_Sharma,T1,No,,,No
TKT-0042,2024-05-16 18:21:00,37.4,2024-05-18 13:33:00,43.2,medium,40,3,Account,Phone,Agent_Kumar,T2,No,,,No
TKT-0038,2024-12-14 14:38:00,25.9,2024-12-15 09:44:00,19.1,low,45,7,Billing,Phone,Agent_Kumar,T2,No,,,No
TKT-0459,10-20-2024 14:45:00,7.0,2024-10-24 10:51:00,92.1,low,45,7,Billing,Email,Agent_Brown,T1,Yes,Manager,T1>T3,Yes
TKT-0138,06-09-2024 14:38:00,,2024-06-11 10:14:00,43.6,high,40,3,Billing,Chat,Agent_Jones,T1,Yes,Customer Requested,T2>T3,No
TKT-0304,19/05/2024 14:53,13.6,2024-05-20 02:41:00,11.8,medium,40,3,Account,Chat,Agent_Brown,T3,No,,,No
TKT-0094,25/10/2024 17:33,93.6,2024-10-26 19:03:00,25.5,medium,40,3,Technical,Chat,Agent_Chen,T2,Yes,Customer Requested,T1>T3,No
TKT-0338,2024-09-11 17:09:00,,09-11-2024 18:57:00,1.8,high,40,3,Technical,Phone,Agent_Chen,T2,No,,,No
TKT-0016,17/11/2024 17:56,87.3,11-25-2024 13:02:00,187.1,low,45,7,Billing,Portal,Agent_Kumar,T1,No,,,No
TKT-0331,2024-12-21 12:57:00,31.3,2024-12-26 01:15:00,108.3,medium,40,3,Billing,Chat,Agent_Ali,T1,No,,,No
TKT-0161,08-21-2024 14:56:00,28.8,2024-08-22 06:56:00,16.0,medium,40,3,Technical,Phone,Agent_Jones,T1,No,,,No
TKT-0314,06/04/2024 11:36,69.6,04-07-2024 09:42:00,22.1,critical,15,1,Hardware,Phone,Agent_Smith,T1,No,,,Yes
TKT-0318,05/03/2024 16:37,61.4,10/03/2024 05:49,109.2,low,45,7,Technical,Phone,Agent_Chen,T1,No,,,No
TKT-0451,2024-04-14 12:13:00,35.4,17/04/2024 04:01,63.8,high,40,3,Account,Chat,Agent_Kumar,T3,No,,,No
TKT-0486,18/08/2024 09:51,8.5,,,critical,15,1,Technical,Chat,Agent_Ali,T1,No,,,No
TKT-0061,2024-01-11 17:35:00,11.4,11/01/2024 19:59,2.4,medium,40,3,Account,Portal,Agent_Sharma,T2,No,,,No
TKT-0203,2024-11-14 10:15:00,12.5,22/11/2024 11:27,193.2,low,45,7,Technical,Email,Agent_Sharma,T1,No,,,No
TKT-0296,2024-04-14 12:35:00,53.3,,,medium,40,3,Network,Email,Agent_Kumar,T2,Yes,Manager,T1>T3,No
TKT-0290,19/01/2024 15:05,93.9,21/01/2024 16:23,49.3,medium,40,3,Hardware,Email,Agent_Sharma,T1,No,,,No
TKT-0432,11-25-2024 16:01:00,37.4,2024-11-26 21:19:00,29.3,high,40,3,Network,Chat,Agent_Jones,T1,Yes,Manager,T1>T3,No
TKT-0299,2024-11-07 11:45:00,74.3,2024-11-09 16:27:00,52.7,medium,40,3,Account,Chat,Agent_Jones,T1,No,,,No
TKT-0069,04-07-2024 09:06:00,35.9,2024-04-10 02:36:00,65.5,low,45,7,Hardware,Chat,Agent_Kumar,T2,No,,,No
TKT-0366,06/07/2024 09:50,,2024-07-06 20:38:00,10.8,medium,40,3,Account,Email,Agent_Jones,T1,No,,,Yes
TKT-0225,2024-12-08 14:21:00,33.0,17/12/2024 01:39,203.3,low,45,7,Account,Chat,Agent_Chen,T1,Yes,Manager,T1>T2,No
TKT-0063,2024-12-28 18:03:00,68.3,29/12/2024 17:33,23.5,high,40,3,Billing,Phone,Agent_Kumar,T1,Yes,Manager,T2>T3,No
TKT-0047,2024-04-11 10:23:00,,2024-04-11 21:11:00,10.8,medium,40,3,Billing,Email,Agent_Jones,T2,No,,,No
TKT-0436,2024-10-16 18:25:00,28.8,17/10/2024 21:49,27.4,high,40,3,Technical,Email,Agent_Brown,T3,No,,,Yes
TKT-0111,2024-09-15 15:16:00,6.6,2024-09-18 23:58:00,80.7,low,45,7,Billing,Phone,Agent_Smith,T2,No,,,Yes
TKT-0151,04/06/2024 12:13,9.6,,,critical,15,1,Billing,Phone,Agent_Smith,T1,Yes,Customer Requested,T2>T3,No
TKT-0245,09/04/2024 12:14,75.3,04-11-2024 21:26:00,57.2,low,45,7,Billing,Phone,Agent_Kumar,T2,No,,,No
TKT-0369,10/12/2024 12:37,25.8,2024-12-12 09:31:00,44.9,low,45,7,Network,Email,Agent_Smith,T1,No,,,No
TKT-0039,16/07/2024 14:38,29.4,07-17-2024 20:08:00,29.5,high,40,3,Technical,Email,Agent_Patel,T1,No,,,No
TKT-0168,21/08/2024 10:51,31.4,23/08/2024 00:03,37.2,low,45,7,Billing,Chat,Agent_Smith,T1,No,,,Yes
TKT-0212,12-22-2024 12:54:00,10.4,2024-12-22 17:18:00,4.4,high,40,3,Account,Chat,Agent_Kumar,T1,No,,,No
TKT-0434,19/05/2024 12:58,,05-20-2024 09:22:00,20.4,low,45,7,Technical,Phone,Agent_Brown,T1,Yes,Manager,T1>T3,No
TKT-0170,06-11-2024 15:39:00,37.5,,,medium,40,3,Technical,Email,Agent_Sharma,T1,No,,,No
TKT-0041,12-14-2024 09:43:00,86.8,12-21-2024 19:01:00,177.3,low,45,7,Hardware,Chat,Agent_Brown,T1,No,,,No
TKT-0377,30/04/2024 16:08,50.4,01/05/2024 17:20,25.2,high,40,3,Account,Chat,Agent_Chen,T2,No,,,Yes
TKT-0043,30/05/2024 14:10,24.8,2024-05-31 06:16:00,16.1,low,45,7,Billing,Email,Agent_Ali,T1,No,,,No
TKT-0273,2024-03-13 09:03:00,12.2,2024-03-18 00:33:00,111.5,high,40,3,Billing,Phone,Agent_Kumar,T3,No,,,No
TKT-0348,05-31-2024 08:53:00,35.5,02/06/2024 14:41,53.8,low,45,7,Hardware,Chat,Agent_Patel,T2,No,,,No
TKT-0248,01-28-2024 16:18:00,13.0,01-29-2024 12:54:00,20.6,critical,15,1,Technical,Email,Agent_Ali,T1,No,,,No
TKT-0403,03/12/2024 16:19,36.2,12-06-2024 08:55:00,64.6,medium,40,3,Billing,Email,Agent_Sharma,T2,No,,,No
TKT-0410,14/07/2024 17:33,12.3,07-16-2024 16:15:00,46.7,low,45,7,Technical,Portal,Agent_Ali,T2,No,,,No
TKT-0411,20/08/2024 16:38,34.4,08-22-2024 08:14:00,39.6,medium,40,3,Account,Email,Agent_Kumar,T2,No,,,No
TKT-0037,2024-02-26 10:40:00,,2024-02-26 16:52:00,6.2,medium,40,3,Network,Email,Agent_Smith,T2,No,,,No
TKT-0379,12-22-2024 16:26:00,65.6,2024-12-27 00:02:00,103.6,high,40,3,Billing,Chat,Agent_Chen,T2,Yes,Customer Requested,T1>T3,No
TKT-0093,11-13-2024 09:26:00,20.9,14/11/2024 17:44,32.3,high,40,3,Billing,Chat,Agent_Brown,T1,No,,,Yes
TKT-0132,2024-07-23 13:17:00,65.5,07-29-2024 12:29:00,143.2,low,45,7,Network,Chat,Agent_Brown,T2,No,,,No
TKT-0271,2024-08-05 09:34:00,27.8,08-10-2024 06:34:00,117.0,high,40,3,Billing,Phone,Agent_Ali,T3,Yes,Customer Requested,T1>T2,No
TKT-0367,2024-01-08 12:34:00,6.4,2024-01-09 04:04:00,15.5,critical,15,1,Billing,Phone,Agent_Smith,T1,No,,,No
TKT-0412,02-20-2024 09:54:00,6.8,20/02/2024 23:06,13.2,critical,15,1,Technical,Email,Agent_Brown,T2,No,,,No
TKT-0409,26/10/2024 16:45,6.6,10-26-2024 23:21:00,6.6,critical,15,1,Technical,Chat,Agent_Jones,T1,Yes,Internal,T1>T3,No
TKT-0127,05-07-2024 12:10:00,32.7,07/05/2024 21:58,9.8,high,40,3,Technical,Email,Agent_Jones,T1,No,,,No
TKT-0341,2024-05-27 18:34:00,,05-28-2024 10:22:00,15.8,medium,40,3,Billing,Email,Agent_Patel,T2,Yes,Manager,T1>T2,No
TKT-0021,05/07/2024 10:23,29.2,06/07/2024 04:23,18.0,medium,40,3,Account,Phone,Agent_Chen,T1,No,,,Yes
TKT-0244,2024-09-25 17:18:00,19.4,2024-09-27 21:00:00,51.7,medium,40,3,Technical,Phone,Agent_Chen,T1,No,,,No
TKT-0419,2024-08-30 09:05:00,14.1,30/08/2024 16:17,7.2,high,40,3,Network,Chat,Agent_Kumar,T2,Yes,Manager,T1>T2,No
TKT-0178,2024-10-03 09:08:00,95.8,04/10/2024 15:26,30.3,medium,40,3,Technical,Email,Agent_Ali,T1,No,,,No
TKT-0054,03-06-2024 18:30:00,35.1,11/03/2024 15:00,116.5,high,40,3,Account,Phone,Agent_Chen,T1,No,,,No
TKT-0283,28/08/2024 16:41,29.5,01/09/2024 10:53,90.2,medium,40,3,Technical,Chat,Agent_Smith,T1,No,,,No
TKT-0370,11-22-2024 13:06:00,21.3,,,low,45,7,Hardware,Email,Agent_Ali,T2,No,,,No
TKT-0166,2024-12-22 16:29:00,21.3,12-25-2024 11:29:00,67.0,high,40,3,Billing,Phone,Agent_Smith,T2,No,,,No
TKT-0176,13/08/2024 09:45,18.5,08-17-2024 14:21:00,100.6,low,45,7,Hardware,Chat,Agent_Jones,T1,No,,,No
TKT-0262,2024-02-20 11:40:00,7.7,02-20-2024 15:10:00,3.5,critical,15,1,Technical,Phone,Agent_Kumar,T1,Yes,Internal,T2>T3,No
TKT-0046,06-01-2024 18:32:00,17.1,2024-06-03 10:02:00,39.5,high,40,3,Technical,Chat,Agent_Patel,T1,Yes,Internal,T1>T2,Yes
TKT-0237,09-28-2024 13:27:00,42.6,10-04-2024 03:39:00,134.2,low,45,7,Technical,Portal,Agent_Smith,T2,Yes,Internal,T1>T2,No
TKT-0073,2024-06-22 09:15:00,22.1,06-29-2024 03:21:00,162.1,low,45,7,Technical,Email,Agent_Patel,T2,No,,,No
TKT-0420,02-17-2024 14:06:00,23.4,20/02/2024 17:48,75.7,high,40,3,Billing,Portal,Agent_Brown,T1,Yes,Manager,T2>T3,No
